-0.09871859	-0.023568751	-0.0682424	0.14849232	0.12684062	-0.07939863	-0.27769077	-0.20594169	0.32369193	-0.19989675	-0.30025864	-0.06444384	-0.15544309	-0.29304624	0.21015051	0.21538919
0.090678275	-0.5513692	-0.041053526	0.23767774	0.15578175	0.12253094	-0.482347	-0.6709175	0.33330533	0.24974138	-0.34474367	-0.45708174	0.10379497	0.18309046	-0.06603371	0.10175733
-0.31224087	0.08677712	0.14167523	-0.25269	0.06753161	-0.11844867	0.018709727	0.20377152	-0.017098432	-0.26288262	-0.556602	-0.23396815	-0.05884644	-0.19757871	0.5244227	0.19346058
-0.016073199	0.20273516	0.1206439	0.073257215	0.13443902	-0.15746894	0.06060977	0.07588227	0.24152686	-0.2543108	-0.23630178	0.15923096	-0.33496335	-0.35755315	0.2562294	0.16548604
-0.021240942	0.032776166	-0.10957323	0.17865992	0.026993494	-0.060570817	-0.11840108	0.03362539	0.1456169	-0.3073476	-0.13697225	0.24194022	-0.09755257	-0.075185545	0.11271605	-0.0014484717
-0.70374423	0.5430043	0.41352117	-0.75138265	-0.034702245	-0.31440634	0.45827478	0.47461224	-0.37440658	-0.20076923	-0.75121707	-0.32693434	-0.08088415	-0.40460232	0.6811301	0.25959036
0.014075202	-0.16688585	0.035941385	0.19231063	0.0939509	-0.14073473	-0.18577415	-0.2792849	0.2868484	0.110883184	-0.19733815	-0.18103412	-0.1536192	-0.1083105	0.15137178	0.21275717
-0.22142762	0.021042252	-0.14788273	-0.022558827	-0.114654526	-0.18107103	-0.27959284	-0.13011056	0.27754444	-0.15525962	-0.2811607	-0.09551077	0.09075541	-0.06825202	0.2279954	0.20958734
-0.71913445	0.58581114	-0.29239154	-0.51805276	-0.30709827	-0.13114673	0.32965383	0.6037341	-0.19736145	-0.70371115	-0.31609574	0.55840474	-0.08160959	-0.41966823	0.6587254	0.06930977
-0.14793082	0.19596215	0.13119082	-0.14870523	-0.026849812	-0.2330815	0.08198633	0.0124592595	0.12834293	0.02348958	-0.45073783	-0.25095844	-0.14986812	-0.19794749	0.35194677	0.2528927
0.013726052	0.13462137	0.017009001	-0.10255058	-0.4266456	-0.63238686	-0.29986095	-0.579914	0.6397378	0.5068442	-0.36158335	-0.43850988	0.138484	0.25880006	-0.025609357	0.5238829
-0.4646096	0.089325055	-0.7452328	-0.037746474	-0.5384464	-0.28090385	-0.48307878	-0.124515735	0.36889887	-0.45505995	-0.10336795	0.31905413	0.39949074	0.23699129	0.06339376	0.100144945
-0.12098871	0.24588364	-0.38335788	0.23419492	-0.0016607561	0.06931154	-0.025646774	0.36665684	0.19010448	-0.6647647	0.2304202	0.63045615	-0.13433391	-0.25026512	0.037623066	-0.1784082
0.012795719	-0.30705854	0.054301534	0.13774534	0.30296144	0.18386944	-0.20568113	-0.29706666	0.20467287	0.04419807	-0.22384097	-0.23336771	-0.058892027	-0.058242537	0.070976116	-0.04988503
0.35131732	-0.6211629	0.11508699	0.42537776	0.43122622	0.51216865	-0.41175917	-0.37693653	0.061114926	-0.2853396	0.14349814	0.13301525	-0.276366	-0.100218214	-0.33090565	-0.50254786
0.021636015	-0.53299814	-0.39434525	0.1751012	0.056259338	0.2755992	-0.52786213	-0.5775739	0.18836127	-0.14807475	-0.19309153	-0.18294977	0.19775964	0.3382503	-0.16816427	-0.2728841
0.005255579	-0.5275944	-0.31052703	0.20088822	0.19337983	0.53515667	-0.49220258	-0.27498728	-0.058529586	-0.5571711	0.00556237	0.17476992	0.078467265	0.07930198	-0.07056471	-0.52510405
0.2238195	-0.21468943	0.3498761	0.25027302	0.5315468	0.32203078	-0.08052613	-0.06673899	-0.020465126	-0.24128844	-0.12872215	-0.03178078	-0.3823544	-0.30713972	0.046071406	-0.20752178
-0.039102886	0.5355867	1.0895823	-0.7322949	0.73588663	-0.22314043	0.7335251	0.3358346	-0.3106411	0.2916463	-0.81328535	-0.96613353	-0.8907556	-0.6313597	0.67695147	0.38433793
0.18808904	0.28476882	0.052575704	0.19153874	0.02080298	-0.3587498	0.0459311	0.07669951	0.597151	-0.13251634	0.21652754	0.36925414	-0.24910149	-0.3472691	-0.14240377	0.44998452
0.08471148	0.2996884	0.029125411	0.07471715	-0.0675863	-0.4183971	0.036466345	0.035260454	0.5655869	-0.030885873	-0.018073892	0.12788914	-0.19500495	-0.26723778	-0.017732205	0.4664529
